Name,Value,Timestamp,Step
"accuracy",0.8260869565217391,1748062959634,1
"precision",0.8272480207964079,1748062959634,1
"recall",0.8417869924719239,1748062959634,1
"f1_score",0.8244065370392462,1748062959634,1
